"","x","y"
"1",1,11.3233114290318
"2",2,22.7232010047798
"3",3,16.2921378224961
"4",4,19.593319964157
"5",5,33.8883234568423
"6",6,31.1369487879455
"7",7,34.6376868014258
"8",8,31.2933463050437
"9",9,19.9115865938561
"10",10,43.25460533759
"11",11,45.9216496295834
"12",12,58.3363989092855
"13",13,63.3711887566327
"14",14,53.6440873519929
"15",15,68.5542807109076
"16",16,65.4956921818236
"17",17,88.0868245788628
"18",18,77.8271289603208
"19",19,96.4660314289709
"20",20,86.1012010391637
"21",21,102.264983058023
"22",22,95.9240829134245
"23",23,96.7993377467261
"24",24,104.17588499057
"25",25,121.942139049582
"26",26,103.142606725552
"27",27,107.516084140081
"28",28,135.609290554861
"29",29,128.821653940857
"30",30,111.835124153317
"31",31,144.053404343004
"32",32,143.709688713357
"33",33,127.568868702313
"34",34,137.81086097021
"35",35,158.086223644206
"36",36,155.427646231048
"37",37,162.75666829565
"38",38,154.406795583024
"39",39,163.481101787329
"40",40,171.767869163388
"41",41,174.908004973478
"42",42,171.083552726599
"43",43,181.831594323544
"44",44,181.903545330049
"45",45,192.900447925536
"46",46,176.339100059002
"47",47,190.691940228283
"48",48,202.270300123497
"49",49,206.149743707591
"50",50,202.879162076093
"51",51,220.639610132127
"52",52,213.078829273449
"53",53,224.714923116012
"54",54,223.231232423748
"55",55,235.772062042224
"56",56,236.627751557735
"57",57,229.782611972503
"58",58,235.193263075209
"59",59,232.00544472659
"60",60,254.033307396809
"61",61,256.458354601006
"62",62,256.759017166188
"63",63,245.748468666733
"64",64,255.129660693152
"65",65,265.860417742266
"66",66,263.386775324939
"67",67,272.070786278299
"68",68,293.113583910837
"69",69,287.174216102929
"70",70,275.215412855729
"71",71,280.258478598849
"72",72,304.321103099815
"73",73,306.262647929065
"74",74,300.183228635674
"75",75,308.752197115483
"76",76,316.791834841183
"77",77,292.821616249972
"78",78,324.66957353706
"79",79,343.008666946902
"80",80,322.829903514181
"81",81,333.944551829615
"82",82,329.684054323144
"83",83,331.250404544096
"84",84,360.356858919603
"85",85,334.549330637596
"86",86,361.722265050316
"87",87,355.234211865673
"88",88,352.388844274688
"89",89,368.810123933072
"90",90,343.8837820967
"91",91,378.155876826388
"92",92,388.551535989168
"93",93,375.978265793739
"94",94,379.056894237029
"95",95,377.188544159128
"96",96,398.152703265241
"97",97,398.635752939262
"98",98,399.646834744323
"99",99,398.902101752188
"100",100,407.44573809324
"101",101,414.37481022372
"102",102,400.795411272059
"103",103,406.821074917276
"104",104,409.77275657222
"105",105,428.279547239989
"106",106,428.043628478966
"107",107,440.86035941425
"108",108,437.085081223183
"109",109,445.343474743963
"110",110,452.53298133384
"111",111,450.754555412307
"112",112,449.296127303684
"113",113,464.376115757562
"114",114,455.29569074331
"115",115,479.614457264427
"116",116,483.095804292571
"117",117,478.080704132407
"118",118,491.54900753989
"119",119,474.470069743297
"120",120,485.612885149502
"121",121,482.844724469308
"122",122,482.227717454188
"123",123,497.042515780766
"124",124,518.576604088213
"125",125,511.82071842978
"126",126,513.124388203012
"127",127,502.191804372578
"128",128,522.212253253199
"129",129,513.097922578971
"130",130,534.683390455338
"131",131,549.804985846195
"132",132,537.378135694595
"133",133,527.995257727525
"134",134,533.227061137429
"135",135,528.791341697954
"136",136,558.34816324859
"137",137,559.551130647054
"138",138,564.030608767784
"139",139,575.424677230609
"140",140,553.343304486548
"141",141,582.742262418285
"142",142,595.511554696202
"143",143,585.415488898895
"144",144,568.2481549928
"145",145,588.643051378104
"146",146,586.361846153597
"147",147,600.778018558433
"148",148,606.366237068259
"149",149,595.753311423046
"150",150,604.643785362559
"151",151,613.280729070478
"152",152,611.484157359164
"153",153,621.820052341151
"154",154,626.056631070827
"155",155,625.298393599107
"156",156,634.436579704304
"157",157,641.795496695163
"158",158,634.518613564829
"159",159,649.291887228314
"160",160,661.803356959649
