"","x","y"
"1",1,1.20617090675004
"2",2,4.36969836929349
"3",3,8.17569066241765
"4",4,3.73924865150743
"5",5,6.83949648689802
"6",6,8.26484056876219
"7",7,10.4159094585435
"8",8,9.52060395165632
"9",9,14.9689478733059
"10",10,11.7224259757607
"11",11,13.8353015015851
"12",12,15.9635055549273
"13",13,14.2146092889924
"14",14,13.9206620461022
"15",15,20.5644579206172
"16",16,13.3778618307897
"17",17,20.7572091618425
"18",18,20.0716134360305
"19",19,23.0256573842542
"20",20,22.8645303090792
"21",21,27.1816384104983
"22",22,21.6001483607123
"23",23,28.1792764005801
"24",24,29.9093032844465
"25",25,27.0098755536563
"26",26,23.0965872243077
"27",27,29.9544746052272
"28",28,28.8068836627372
"29",29,32.5844065405993
"30",30,32.5792734203547
"31",31,34.4778772075243
"32",32,34.6379208021953
"33",33,37.152328707624
"34",34,35.4316845590235
"35",35,35.4466494520405
"36",36,36.8086790026164
"37",37,35.5480404417079
"38",38,38.1948310404726
"39",39,39.8818761701991
"40",40,41.506974865333
"41",41,42.2328275431371
"42",42,40.0817936496657
"43",43,43.3165898797288
"44",44,49.8070949346953
"45",45,48.2449878602415
"46",46,51.9818408711606
"47",47,48.3890325503171
"48",48,49.8183115295985
"49",49,50.6316770968975
"50",50,49.6024644693852
"51",51,51.3234257047959
"52",52,58.1326027114625
"53",53,53.875505893315
"54",54,58.5514310237018
"55",55,54.90485474601
"56",56,54.0682435171054
"57",57,58.3540578124801
"58",58,61.8717250536173
"59",59,63.2784596054682
"60",60,65.343237534652
"61",61,59.4235155864703
"62",62,68.0624850375105
"63",63,63.5937113340122
"64",64,66.3163295251202
"65",65,68.0124695949614
"66",66,66.3600097887676
"67",67,65.0023060100717
"68",68,69.0414148170967
"69",69,71.1683598086445
"70",70,70.2090267786734
"71",71,71.1574486689845
"72",72,74.6608990069306
"73",73,74.7166783821278
"74",74,76.8696955230054
"75",75,76.8925547479656
"76",76,76.185779248813
"77",77,81.6070244648445
"78",78,81.5435795510797
"79",79,83.1050511906153
"80",80,79.1799233186726
"81",81,84.9919691795555
"82",82,80.608470193242
"83",83,83.9332557149056
"84",84,83.2554610977138
"85",85,82.5841604423907
"86",86,91.6442450375071
"87",87,87.6932131783624
"88",88,89.4306375612899
"89",89,90.2261007927101
"90",90,92.7733899492922
"91",91,96.200781703079
"92",92,97.3623099115336
"93",93,92.6327872235455
"94",94,93.2830854928736
"95",95,93.974658410558
"96",96,95.4937902012616
"97",97,102.918714154291
"98",98,100.015291744266
"99",99,99.3147696048207
"100",100,100.797679789695
"101",101,105.148918812826
"102",102,104.521195670184
"103",103,104.371456039656
"104",104,104.500739809034
"105",105,105.275603340628
"106",106,112.096080606097
"107",107,110.879840155227
"108",108,114.017374231831
"109",109,110.157252855189
"110",110,111.298331153704
"111",111,110.945238803826
"112",112,113.498961746559
"113",113,115.943718932234
"114",114,118.717879641996
"115",115,118.128337205367
"116",116,118.911960180962
"117",117,121.461907326042
"118",118,122.294273695454
"119",119,121.213196081855
"120",120,120.433366685983
"121",121,125.482399654155
"122",122,124.277716838207
"123",123,128.421263176473
"124",124,125.138718050554
"125",125,124.911540838146
"126",126,129.075159049161
"127",127,127.6608280257
"128",128,131.277611222877
"129",129,127.552020331015
"130",130,128.515139839318
"131",131,134.379608346566
"132",132,134.661926354347
"133",133,136.742135417896
"134",134,131.967508835573
"135",135,139.425158207021
"136",136,140.400989397644
"137",137,141.064136651871
"138",138,141.572820512354
"139",139,145.220147027559
"140",140,139.092380306373
"141",141,141.833792303739
"142",142,144.819447965101
"143",143,143.386036729172
"144",144,146.171100881709
"145",145,148.492486337279
"146",146,146.692653877338
"147",147,150.314211966604
"148",148,151.099818470019
"149",149,149.386541283135
"150",150,150.005240565448
"151",151,154.951781276853
"152",152,153.661153638599
"153",153,156.444383558875
"154",154,154.311162786175
"155",155,159.554587370002
"156",156,155.31377890164
"157",157,160.530681337721
"158",158,160.928405139961
"159",159,161.535986556081
"160",160,163.33504537427
"161",161,163.796934567728
"162",162,162.72385793814
"163",163,164.464574191953
"164",164,166.719759129771
"165",165,164.374267812119
"166",166,166.232060780663
"167",167,173.154189589169
"168",168,165.801548735598
"169",169,168.522988069343
"170",170,173.980866179328
"171",171,175.177323726396
"172",172,175.679704508377
"173",173,175.113717277367
"174",174,176.647756102361
"175",175,175.190662664818
"176",176,176.69563230326
"177",177,178.475090724078
"178",178,178.130674318189
"179",179,182.642322425268
"180",180,178.75148165308
"181",181,180.939192661039
"182",182,181.476141376054
"183",183,185.784369251793
"184",184,183.737123476693
"185",185,188.088288968016
"186",186,190.353217869469
"187",187,189.050457138478
"188",188,191.030266339384
"189",189,189.691780479965
"190",190,193.007283981655
"191",191,190.455761555343
"192",192,193.846457692603
"193",193,192.309361248641
"194",194,195.467364879508
"195",195,199.175125990039
"196",196,199.40113559083
"197",197,198.114480970719
"198",198,198.422960068224
"199",199,199.286448580451
"200",200,200.507161970753
"201",201,203.595967240803
"202",202,201.960895605563
"203",203,210.741794847144
"204",204,206.437420022809
"205",205,205.066891340598
"206",206,208.767676363245
"207",207,208.756207857363
"208",208,209.2989048556
"209",209,212.198927242261
"210",210,212.462548155131
"211",211,215.052492393629
"212",212,212.951102299921
"213",213,218.592412484293
"214",214,213.131607188497
"215",215,217.277372340925
"216",216,218.902927454091
"217",217,221.429548249201
"218",218,217.351037750542
"219",219,218.720744448002
"220",220,225.351297140768
"221",221,223.796292416798
"222",222,225.431038270084
"223",223,223.413609728949
"224",224,229.847703294328
"225",225,227.140879972628
"226",226,228.938560072627
"227",227,228.820295811859
"228",228,231.788303263087
"229",229,230.252580244017
"230",230,236.516503806422
"231",231,236.14620356043
"232",232,230.091356537672
"233",233,233.7613551324
"234",234,235.940104542763
"235",235,233.556683156187
"236",236,235.89308640124
"237",237,237.858675033198
"238",238,240.965428789359
"239",239,241.191847784821
"240",240,240.824320418103
"241",241,242.836439928148
"242",242,249.776836509066
"243",243,247.345650705605
"244",244,247.099286440994
"245",245,248.558209020009
"246",246,246.86973749839
"247",247,249.205908571592
"248",248,250.563043026369
"249",249,250.051137652554
"250",250,251.083991586006
"251",251,254.003086345173
"252",252,253.189741247992
"253",253,254.645228819553
"254",254,255.360910861972
"255",255,258.686900784608
"256",256,258.967313298498
"257",257,258.392659704624
"258",258,259.42980780722
"259",259,262.960873354922
"260",260,261.65736106208
"261",261,265.686026283114
"262",262,263.803283129804
"263",263,264.356009040412
"264",264,262.170530997764
"265",265,265.705917213695
"266",266,265.201126306263
"267",267,272.862348538628
"268",268,270.923144585296
"269",269,272.05487749311
"270",270,271.926617454146
"271",271,267.559663944687
"272",272,273.905748968258
"273",273,275.00947294319
"274",274,273.549392513458
"275",275,277.501850430857
"276",276,281.210399873745
"277",277,278.928960245231
"278",278,282.058836180888
"279",279,280.199914162896
"280",280,282.134486430652
"281",281,287.071615710562
"282",282,285.299037611963
"283",283,287.558703060267
"284",284,284.743601325598
"285",285,289.700664046716
"286",286,291.345179952631
"287",287,291.34545911489
"288",288,290.012357873183
"289",289,293.611024439655
"290",290,291.814026335492
"291",291,290.742500367274
"292",292,295.174692770535
"293",293,295.178327763046
"294",294,295.534071149492
"295",295,299.975551758595
"296",296,297.291813477999
"297",297,299.837296849935
"298",298,295.805128920164
"299",299,298.25903963822
"300",300,300.631074286753
"301",301,302.363760314987
"302",302,303.3690194908
"303",303,306.768644647036
"304",304,302.229157388646
"305",305,308.464358656456
"306",306,309.581089327912
"307",307,309.389706327803
"308",308,311.842355985461
"309",309,313.482912415047
"310",310,310.637658395776
"311",311,314.030660927397
"312",312,313.063577829878
"313",313,313.995885355931
"314",314,312.052016250715
"315",315,315.861108211118
"316",316,318.950661105752
"317",317,321.434435377555
"318",318,320.235379135785
"319",319,321.176733428827
"320",320,321.598765838968
"321",321,322.00283288665
"322",322,326.179335078755
"323",323,326.843261557524
"324",324,326.729107115557
"325",325,327.590296309428
"326",326,329.059896836285
"327",327,330.937579605115
"328",328,333.817211473568
"329",329,334.005586895439
"330",330,331.376344111975
"331",331,334.89603737232
"332",332,333.82465447564
"333",333,334.612547375872
"334",334,337.458481459463
"335",335,339.056809715627
"336",336,337.385619323483
"337",337,340.53148318884
"338",338,339.95709853319
"339",339,343.985055770853
"340",340,342.895356145412
"341",341,343.349953659242
"342",342,344.774482438692
"343",343,342.422211113513
"344",344,346.463013666614
"345",345,348.440293703946
"346",346,347.497136155695
"347",347,348.362008232746
"348",348,351.96688684972
"349",349,352.656481911967
"350",350,352.765587734032
"351",351,355.911319519989
"352",352,355.332921018919
"353",353,354.259985490929
"354",354,359.09650247935
"355",355,361.658528038822
"356",356,360.798849142848
"357",357,357.117508359039
"358",358,361.666601695794
"359",359,362.469773185009
"360",360,362.246436342676
"361",361,366.110727155487
"362",362,366.846516169863
"363",363,364.282485674461
"364",364,365.004513555939
"365",365,363.230023928465
"366",366,365.720747432288
"367",367,368.086541964228
"368",368,372.346667148825
"369",369,370.359625393108
"370",370,372.083346516954
"371",371,372.646033645076
"372",372,378.569475233626
"373",373,373.39277904467
"374",374,378.461267799815
"375",375,376.931110841917
"376",376,376.67511827135
"377",377,378.500799638707
"378",378,385.066228146163
"379",379,381.316238591472
"380",380,383.504078351757
"381",381,382.144551981804
"382",382,382.522503349316
"383",383,385.287294722653
"384",384,384.569956241612
"385",385,389.632971332747
"386",386,384.851465380303
"387",387,389.092322161831
"388",388,389.942912363266
"389",389,393.826257601752
"390",390,393.658386013339
"391",391,393.366704153904
"392",392,396.679114011306
"393",393,397.404658257705
"394",394,397.743671098621
"395",395,396.767146341768
"396",396,398.68565695914
"397",397,397.029057326891
"398",398,402.255422950902
"399",399,401.459659702761
"400",400,403.837141105197
"401",401,402.571848814022
"402",402,398.556367670801
"403",403,402.97147636699
"404",404,404.341709852424
"405",405,408.715417795413
"406",406,407.522979741749
"407",407,407.593508306566
"408",408,405.095607129099
"409",409,413.295999984507
"410",410,412.004134043959
"411",411,413.121867187398
"412",412,411.789923432986
"413",413,415.401368486482
"414",414,413.538844630603
"415",415,416.746945197295
"416",416,415.374347744446
"417",417,421.215329910416
"418",418,417.984524911215
"419",419,424.151599677887
"420",420,422.581986040396
"421",421,424.479059815651
"422",422,421.488851024623
"423",423,427.823902262072
"424",424,427.466974094111
"425",425,429.563442902671
"426",426,429.797600960785
"427",427,430.062224718103
"428",428,431.569165553122
"429",429,428.629572805023
"430",430,432.691993437897
"431",431,430.654247570025
"432",432,433.325901162955
"433",433,432.951618858882
"434",434,438.649601414651
"435",435,437.07494317382
"436",436,437.84531451481
"437",437,438.118955638877
"438",438,440.428505550501
"439",439,440.976378123402
"440",440,441.093816671019
"441",441,438.796295297513
"442",442,443.434761397347
"443",443,441.858051399344
"444",444,446.59271721901
"445",445,447.494722548296
"446",446,447.726043218815
"447",447,447.571318473463
"448",448,452.130827865723
"449",449,446.959361458277
"450",450,453.01204045845
"451",451,451.775591087785
"452",452,454.052527315453
"453",453,454.49379374583
"454",454,454.042439877957
"455",455,460.163357858324
"456",456,457.461916321904
"457",457,457.988964012784
"458",458,464.154524304494
"459",459,462.339851108818
"460",460,462.408169046017
"461",461,462.925693711978
"462",462,464.232013973708
"463",463,464.487976456507
"464",464,464.650807520413
"465",465,468.884054158137
"466",466,468.986072845024
"467",467,469.887634106995
"468",468,469.86009318318
"469",469,473.603828390946
"470",470,469.281346575982
"471",471,476.108743333926
"472",472,476.897004778578
"473",473,476.85654221597
"474",474,473.385491944066
"475",475,477.553201406439
"476",476,476.401649862988
"477",477,478.246165879248
"478",478,478.788770163222
"479",479,476.145659021057
"480",480,480.973932922787
"481",481,480.856225307022
"482",482,484.274732191036
"483",483,483.210005442568
"484",484,485.842868356558
"485",485,490.191672567891
"486",486,485.591947226578
"487",487,485.675457671266
"488",488,490.138694290991
"489",489,489.103624488248
"490",490,490.09761719154
"491",491,494.736119716574
"492",492,494.317093439209
"493",493,497.592154568334
"494",494,493.831165690405
"495",495,497.785549794876
"496",496,497.947930179966
"497",497,496.48791773247
"498",498,498.128627439753
"499",499,500.606628340412
"500",500,502.284537349478
"501",501,502.08042115093
"502",502,505.23585220499
"503",503,503.559155289996
"504",504,504.832976113932
"505",505,507.432649007777
"506",506,510.489982480786
"507",507,507.464196031392
"508",508,512.426126258051
"509",509,508.711333486901
"510",510,514.940354099344
"511",511,509.995150985038
"512",512,514.283559081583
"513",513,511.887203745051
"514",514,520.352839036736
"515",515,517.590369603979
"516",516,518.889055039593
"517",517,522.636398111798
"518",518,521.271422752284
"519",519,520.975481225782
"520",520,523.621943907183
"521",521,523.300138461426
"522",522,525.634260520306
"523",523,525.816707825889
"524",524,526.285223014271
"525",525,526.792721963281
"526",526,529.403865273857
"527",527,531.081468278519
"528",528,530.098259659535
"529",529,534.508605349066
"530",530,532.104425636222
"531",531,528.867384978131
"532",532,533.258757100911
"533",533,538.386165387138
"534",534,538.300619261426
"535",535,536.790772371905
"536",536,536.96862301496
"537",537,542.047350784667
"538",538,539.348245002542
"539",539,543.501675101795
"540",540,543.302647370549
"541",541,543.184208152184
"542",542,543.872335743686
"543",543,543.327910163513
"544",544,549.457489028649
"545",545,545.065833956438
"546",546,549.132717812658
"547",547,548.098757802465
"548",548,547.804237717707
"549",549,548.49078361973
"550",550,556.313357844156
"551",551,553.680402213847
"552",552,555.074045436049
"553",553,556.916806416826
"554",554,558.84355961628
"555",555,556.667477905722
"556",556,559.576486036008
"557",557,557.747486664739
"558",558,564.018907192203
"559",559,563.962507077079
"560",560,562.329497760042
"561",561,564.484706788208
"562",562,562.471063983795
"563",563,567.922902517357
"564",564,563.291807223228
"565",565,564.564289049157
"566",566,570.877038805347
"567",567,574.378009399657
"568",568,572.780214559621
"569",569,573.203848365174
"570",570,571.45658946793
"571",571,575.304475024779
"572",572,575.440669638137
"573",573,575.129104216594
"574",574,575.860581863481
"575",575,579.389595294665
"576",576,575.730817925878
"577",577,581.129683324957
"578",578,580.102282001799
"579",579,582.615584862906
"580",580,584.683770798379
"581",581,581.898662635622
"582",582,585.267450378458
"583",583,584.350344850031
"584",584,587.69229037319
"585",585,587.034082775686
"586",586,587.34895474253
"587",587,587.228411722012
"588",588,589.337205929792
"589",589,590.978956214459
"590",590,594.866710186643
"591",591,591.491178714025
"592",592,594.992387245007
"593",593,593.264076048421
"594",594,595.776899903408
"595",595,597.398947022147
"596",596,594.709063145445
"597",597,600.571983011006
"598",598,599.694140778135
"599",599,597.87397654648
"600",600,599.860630118744
"601",601,600.769856342096
"602",602,603.771563255686
"603",603,603.210757255668
"604",604,604.691822189897
"605",605,609.357432563076
"606",606,609.90303302146
"607",607,609.215820694573
"608",608,613.171574779523
"609",609,612.652201404773
"610",610,610.189146407953
"611",611,612.237208025424
"612",612,611.566038147487
"613",613,616.03773650487
"614",614,617.083338158423
