"","x","y"
"1",1,6.5988356817455
"2",2,10.6518749024847
"3",3,21.2261833266953
"4",4,24.501554731537
"5",5,35.4267620858545
"6",6,25.3181472752951
"7",7,51.2278821682518
"8",8,44.8362869139148
"9",9,47.2672386209723
"10",10,50.7335679831134
"11",11,69.9981349344074
"12",12,58.7799256771866
"13",13,68.1394869152541
"14",14,69.6056539522296
"15",15,93.1073147574872
"16",16,73.4449530829244
"17",17,84.8029674722744
"18",18,66.4406502635935
"19",19,102.490956232345
"20",20,92.6325769833211
"21",21,119.312936462948
"22",22,109.640269288822
"23",23,110.098001293078
"24",24,125.337794681228
"25",25,115.260013105265
"26",26,150.137910627384
"27",27,132.502720321402
"28",28,128.639948295966
"29",29,143.25491921193
"30",30,147.326011003394
"31",31,140.27612085528
"32",32,150.147767292178
"33",33,166.941532847756
"34",34,163.51300625882
"35",35,166.782961903531
"36",36,161.907025145628
"37",37,178.944763791443
"38",38,172.622731270169
"39",39,187.755399848698
"40",40,189.840342268346
"41",41,186.223892902808
"42",42,179.825564750414
"43",43,195.851483348124
"44",44,210.445979047721
"45",45,227.077773008172
"46",46,214.172262443478
"47",47,211.532423872279
"48",48,213.241173348408
"49",49,220.519515564896
"50",50,228.914741462552
"51",51,254.268520522814
"52",52,238.07005783566
"53",53,239.773268628199
"54",54,252.443650798837
"55",55,254.699599663748
"56",56,251.064409958953
"57",57,267.665292343351
"58",58,273.43002254133
"59",59,294.574130546262
"60",60,289.792821528458
"61",61,286.03100004044
"62",62,277.175622363277
"63",63,296.686473218313
"64",64,300.168147471979
"65",65,296.191294046271
"66",66,298.317600368214
"67",67,308.279410923965
"68",68,328.854047136377
"69",69,324.414699153004
"70",70,338.084656656372
"71",71,330.747031601974
"72",72,315.338232328931
"73",73,330.218457994185
"74",74,337.511834209646
"75",75,349.246095919239
"76",76,348.397134822014
"77",77,368.619427807082
"78",78,367.863799352374
"79",79,355.923395625358
"80",80,368.714920716325
"81",81,374.526682865501
"82",82,368.517061072375
"83",83,383.903992309246
"84",84,398.703547923357
"85",85,381.097021994065
