"","x","y"
"1",1,0.873546189257668
"2",2,2.18364332422208
"3",3,1.66437138758995
"4",4,4.59528080213779
"5",5,3.82950777181536
"6",6,3.17953161588198
"7",7,4.98742905242849
"8",8,5.73832470512922
"9",9,6.07578135165349
"10",10,5.69461161284364
"11",11,8.01178116845085
"12",12,7.38984323641143
"13",13,6.8787594194582
"14",14,5.7853001128225
"15",15,9.62493091814311
"16",16,8.95506639098477
"17",17,9.48380973690105
"18",18,10.9438362106853
"19",19,11.3212211950981
"20",20,11.5939013212175
"21",21,12.4189773716082
"22",22,12.7821363007311
"23",23,12.5745649833652
"24",24,11.0106483041366
"25",25,14.1198257478947
"26",26,13.943871260471
"27",27,14.3442044932947
"28",28,13.5292476161007
"29",29,15.0218499448914
"30",30,16.4179415601997
"31",31,17.858679551529
"32",32,16.897212272657
"33",33,17.8876716115594
"34",34,17.9461949594171
"35",35,17.1229404431714
"36",36,18.5850054367003
"37",37,19.1057100462897
"38",38,19.9406866032888
"39",39,21.6000253719839
"40",40,21.7631757484575
"41",41,21.3354764037464
"42",42,21.7466383198635
"43",43,23.1969633754047
"44",44,23.5566631986737
"45",45,22.8112443054505
"46",46,23.2925048430379
"47",47,24.8645819621368
"48",48,25.7685329245154
"49",49,25.3876537878498
"50",50,26.8811077264542
"51",51,26.8981058803671
"52",52,26.3879736067492
"53",53,27.8411196914244
"54",54,26.8706369039192
"55",55,29.933023701701
"56",56,30.9803998985059
"57",57,29.1327785235335
"58",58,28.9558653736835
"59",59,31.0697196274424
"60",60,30.8649453961192
"61",61,33.9016177605048
"62",62,31.9607599972668
"63",63,33.1897393624508
"64",64,33.0280021587807
"65",65,32.7567267911176
"66",66,34.1887922995143
"67",67,32.695041371109
"68",68,36.4655548615629
"69",69,35.6532533382119
"70",70,38.1726116703622
"71",71,36.9755095288997
"72",72,36.2900535690782
"73",73,38.1107263534891
"74",74,37.0659023683558
"75",75,37.2463665997609
"76",76,39.2914462355175
"77",77,39.0567081267816
"78",78,40.0011053516316
"79",79,40.5743413241517
